#Name	PEP_START	PEP_END	DOM_START	DOM_END
OR5W2_HUMAN_TRANSMEM6	233	302	238	258
OR5W2_HUMAN_TRANSMEM7	267	310	272	292
OR6A2_HUMAN_TRANSMEM1	22	91	27	47
OR6A2_HUMAN_TRANSMEM2	51	120	56	76
OR6A2_HUMAN_TRANSMEM3	100	169	105	125
OR6A2_HUMAN_TRANSMEM4	140	209	145	165
OR6A2_HUMAN_TRANSMEM5	197	266	202	222
OR6A2_HUMAN_TRANSMEM6	238	307	243	263
OR6A2_HUMAN_TRANSMEM7	272	327	277	297
OR6B1_HUMAN_TRANSMEM1	21	90	26	46
OR6B1_HUMAN_TRANSMEM2	50	119	55	75
OR6B1_HUMAN_TRANSMEM3	95	164	100	120
OR6B1_HUMAN_TRANSMEM4	135	204	140	160
OR6B1_HUMAN_TRANSMEM5	192	261	197	217
OR6B1_HUMAN_TRANSMEM6	231	300	236	256
OR6B1_HUMAN_TRANSMEM7	265	311	270	290
OR6B2_HUMAN_TRANSMEM1	21	90	26	46
OR6B2_HUMAN_TRANSMEM2	50	119	55	75
OR6B2_HUMAN_TRANSMEM3	95	164	100	120
OR6B2_HUMAN_TRANSMEM4	135	204	140	160
OR6B2_HUMAN_TRANSMEM5	192	261	197	217
OR6B2_HUMAN_TRANSMEM6	233	302	238	258
OR6B2_HUMAN_TRANSMEM7	267	312	272	292
OR6B3_HUMAN_TRANSMEM1	21	90	26	46
OR6B3_HUMAN_TRANSMEM2	50	119	55	75
OR6B3_HUMAN_TRANSMEM3	95	164	100	120
OR6B3_HUMAN_TRANSMEM4	135	204	140	160
OR6B3_HUMAN_TRANSMEM5	192	261	197	217
OR6B3_HUMAN_TRANSMEM6	233	302	238	258
OR6B3_HUMAN_TRANSMEM7	267	331	272	292
OR6C1_HUMAN_TRANSMEM1	19	88	24	44
OR6C1_HUMAN_TRANSMEM2	48	117	53	73
OR6C1_HUMAN_TRANSMEM3	93	162	98	118
OR6C1_HUMAN_TRANSMEM4	133	202	138	158
OR6C1_HUMAN_TRANSMEM5	191	260	196	215
OR6C1_HUMAN_TRANSMEM6	231	300	236	256
OR6C1_HUMAN_TRANSMEM7	265	312	270	290
OR6C2_HUMAN_TRANSMEM1	19	88	24	44
OR6C2_HUMAN_TRANSMEM2	48	117	53	73
OR6C2_HUMAN_TRANSMEM3	93	162	98	118
OR6C2_HUMAN_TRANSMEM4	133	202	138	158
OR6C2_HUMAN_TRANSMEM5	191	260	196	215
OR6C2_HUMAN_TRANSMEM6	231	300	236	256
OR6C2_HUMAN_TRANSMEM7	265	312	270	290
OR6C3_HUMAN_TRANSMEM1	18	87	23	43
OR6C3_HUMAN_TRANSMEM2	47	116	52	72
OR6C3_HUMAN_TRANSMEM3	92	161	97	117
OR6C3_HUMAN_TRANSMEM4	132	201	137	157
OR6C3_HUMAN_TRANSMEM5	190	259	195	214
OR6C3_HUMAN_TRANSMEM6	230	299	235	255
OR6C3_HUMAN_TRANSMEM7	264	311	269	289
OR6C4_HUMAN_TRANSMEM1	19	88	24	44
OR6C4_HUMAN_TRANSMEM2	48	117	53	73
OR6C4_HUMAN_TRANSMEM3	93	162	98	118
OR6C4_HUMAN_TRANSMEM4	133	202	138	158
OR6C4_HUMAN_TRANSMEM5	191	260	196	215
OR6C4_HUMAN_TRANSMEM6	231	300	236	256
OR6C4_HUMAN_TRANSMEM7	265	309	270	290
OR6C6_HUMAN_TRANSMEM1	20	89	25	45
OR6C6_HUMAN_TRANSMEM2	59	128	64	84
OR6C6_HUMAN_TRANSMEM3	91	160	96	116
OR6C6_HUMAN_TRANSMEM4	137	206	142	162
OR6C6_HUMAN_TRANSMEM5	195	264	200	220
OR6C6_HUMAN_TRANSMEM6	233	302	238	258
OR6C6_HUMAN_TRANSMEM7	265	314	270	290
OR6F1_HUMAN_TRANSMEM1	21	90	26	46
OR6F1_HUMAN_TRANSMEM2	50	119	55	75
OR6F1_HUMAN_TRANSMEM3	95	164	100	120
OR6F1_HUMAN_TRANSMEM4	135	204	140	160
OR6F1_HUMAN_TRANSMEM5	193	262	198	217
OR6F1_HUMAN_TRANSMEM6	233	302	238	258
OR6F1_HUMAN_TRANSMEM7	267	308	272	292
OR6J1_HUMAN_TRANSMEM1	20	89	25	45
OR6J1_HUMAN_TRANSMEM2	49	118	54	74
OR6J1_HUMAN_TRANSMEM3	94	163	99	119
OR6J1_HUMAN_TRANSMEM4	134	203	139	159
OR6J1_HUMAN_TRANSMEM5	192	261	197	216
OR6J1_HUMAN_TRANSMEM6	232	301	237	257
OR6J1_HUMAN_TRANSMEM7	266	335	271	291
OR6K2_HUMAN_TRANSMEM1	21	90	26	46
OR6K2_HUMAN_TRANSMEM2	50	119	55	75
OR6K2_HUMAN_TRANSMEM3	94	163	99	119
OR6K2_HUMAN_TRANSMEM4	134	203	139	159
OR6K2_HUMAN_TRANSMEM5	194	263	199	218
OR6K2_HUMAN_TRANSMEM6	234	303	239	259
OR6K2_HUMAN_TRANSMEM7	268	324	273	293
OR6K3_HUMAN_TRANSMEM1	37	106	42	62
OR6K3_HUMAN_TRANSMEM2	66	135	71	91
OR6K3_HUMAN_TRANSMEM3	111	180	116	136
OR6K3_HUMAN_TRANSMEM4	151	220	156	176
OR6K3_HUMAN_TRANSMEM5	208	277	213	232
OR6K3_HUMAN_TRANSMEM6	248	317	253	273
OR6K3_HUMAN_TRANSMEM7	282	331	287	307
OR6K6_HUMAN_TRANSMEM1	49	118	54	74
OR6K6_HUMAN_TRANSMEM2	78	147	83	103
OR6K6_HUMAN_TRANSMEM3	123	192	128	148
OR6K6_HUMAN_TRANSMEM4	163	232	168	188
OR6K6_HUMAN_TRANSMEM5	220	289	225	244
OR6K6_HUMAN_TRANSMEM6	260	329	265	285
OR6K6_HUMAN_TRANSMEM7	294	343	299	319
OR6M1_HUMAN_TRANSMEM1	19	88	24	44
OR6M1_HUMAN_TRANSMEM2	48	117	53	73
OR6M1_HUMAN_TRANSMEM3	93	162	98	118
OR6M1_HUMAN_TRANSMEM4	133	202	138	158
OR6M1_HUMAN_TRANSMEM5	190	259	195	214
OR6M1_HUMAN_TRANSMEM6	230	299	235	255
OR6M1_HUMAN_TRANSMEM7	264	313	269	289
OR6N1_HUMAN_TRANSMEM1	21	90	26	46
OR6N1_HUMAN_TRANSMEM2	50	119	55	75
OR6N1_HUMAN_TRANSMEM3	95	164	100	120
OR6N1_HUMAN_TRANSMEM4	135	204	140	160
OR6N1_HUMAN_TRANSMEM5	193	262	198	217
OR6N1_HUMAN_TRANSMEM6	233	302	238	258
OR6N1_HUMAN_TRANSMEM7	267	312	272	292
OR6N2_HUMAN_TRANSMEM1	21	90	26	46
OR6N2_HUMAN_TRANSMEM2	50	119	55	75
OR6N2_HUMAN_TRANSMEM3	95	164	100	120
OR6N2_HUMAN_TRANSMEM4	135	204	140	160
OR6N2_HUMAN_TRANSMEM5	193	262	198	217
OR6N2_HUMAN_TRANSMEM6	233	302	238	258
OR6N2_HUMAN_TRANSMEM7	267	317	272	292
OR6P1_HUMAN_TRANSMEM1	21	90	26	46
OR6P1_HUMAN_TRANSMEM2	50	119	55	75
OR6P1_HUMAN_TRANSMEM3	95	164	100	120
OR6P1_HUMAN_TRANSMEM4	135	204	140	160
OR6P1_HUMAN_TRANSMEM5	193	262	198	217
OR6P1_HUMAN_TRANSMEM6	233	302	238	258
OR6P1_HUMAN_TRANSMEM7	267	317	272	292
OR6Q1_HUMAN_TRANSMEM1	23	92	28	48
OR6Q1_HUMAN_TRANSMEM2	52	121	57	77
OR6Q1_HUMAN_TRANSMEM3	99	168	104	124
OR6Q1_HUMAN_TRANSMEM4	139	208	144	164
OR6Q1_HUMAN_TRANSMEM5	197	266	202	221
OR6Q1_HUMAN_TRANSMEM6	237	306	242	262
OR6Q1_HUMAN_TRANSMEM7	271	317	276	296
OR6S1_HUMAN_TRANSMEM1	25	94	30	50
OR6S1_HUMAN_TRANSMEM2	55	124	60	80
OR6S1_HUMAN_TRANSMEM3	95	164	100	120
OR6S1_HUMAN_TRANSMEM4	143	212	148	168
OR6S1_HUMAN_TRANSMEM5	203	272	208	228
OR6S1_HUMAN_TRANSMEM6	238	307	243	263
OR6S1_HUMAN_TRANSMEM7	270	331	275	295
OR6T1_HUMAN_TRANSMEM1	21	90	26	46
OR6T1_HUMAN_TRANSMEM2	50	119	55	75
OR6T1_HUMAN_TRANSMEM3	95	164	100	120
OR6T1_HUMAN_TRANSMEM4	135	204	140	160
OR6T1_HUMAN_TRANSMEM5	193	262	198	217
OR6T1_HUMAN_TRANSMEM6	233	302	238	258
OR6T1_HUMAN_TRANSMEM7	267	323	272	292
OR6V1_HUMAN_TRANSMEM1	19	88	24	44
OR6V1_HUMAN_TRANSMEM2	48	117	53	73
OR6V1_HUMAN_TRANSMEM3	93	162	98	118
OR6V1_HUMAN_TRANSMEM4	133	202	138	158
OR6V1_HUMAN_TRANSMEM5	191	260	196	215
OR6V1_HUMAN_TRANSMEM6	231	300	236	256
OR6V1_HUMAN_TRANSMEM7	265	313	270	290
OR6X1_HUMAN_TRANSMEM1	19	88	24	44
OR6X1_HUMAN_TRANSMEM2	48	117	53	73
OR6X1_HUMAN_TRANSMEM3	93	162	98	118
OR6X1_HUMAN_TRANSMEM4	133	202	138	158
OR6X1_HUMAN_TRANSMEM5	191	260	196	215
OR6X1_HUMAN_TRANSMEM6	231	300	236	256
OR6X1_HUMAN_TRANSMEM7	265	312	270	290
OR6Y1_HUMAN_TRANSMEM1	26	95	31	51
OR6Y1_HUMAN_TRANSMEM2	55	124	60	80
OR6Y1_HUMAN_TRANSMEM3	100	169	105	125
OR6Y1_HUMAN_TRANSMEM4	140	209	145	165
OR6Y1_HUMAN_TRANSMEM5	198	267	203	222
OR6Y1_HUMAN_TRANSMEM6	238	307	243	263
OR6Y1_HUMAN_TRANSMEM7	272	325	277	297
OR7A2_HUMAN_TRANSMEM1	22	91	27	47
OR7A2_HUMAN_TRANSMEM2	51	120	56	76
OR7A2_HUMAN_TRANSMEM3	96	165	101	121
OR7A2_HUMAN_TRANSMEM4	136	205	141	161
OR7A2_HUMAN_TRANSMEM5	194	263	199	218
OR7A2_HUMAN_TRANSMEM6	234	303	239	259
OR7A2_HUMAN_TRANSMEM7	268	310	273	293
OR7A5_HUMAN_TRANSMEM1	21	90	26	46
OR7A5_HUMAN_TRANSMEM2	50	119	55	75
OR7A5_HUMAN_TRANSMEM3	95	164	100	120
OR7A5_HUMAN_TRANSMEM4	135	204	140	160
OR7A5_HUMAN_TRANSMEM5	193	262	198	217
OR7A5_HUMAN_TRANSMEM6	233	302	238	258
OR7A5_HUMAN_TRANSMEM7	267	319	272	292
OR7AA_HUMAN_TRANSMEM1	21	90	26	46
OR7AA_HUMAN_TRANSMEM2	50	119	55	75
OR7AA_HUMAN_TRANSMEM3	95	164	100	120
OR7AA_HUMAN_TRANSMEM4	135	204	140	160
OR7AA_HUMAN_TRANSMEM5	193	262	198	217
OR7AA_HUMAN_TRANSMEM6	233	302	238	258
OR7AA_HUMAN_TRANSMEM7	267	309	272	292
OR7AH_HUMAN_TRANSMEM1	21	90	26	46
OR7AH_HUMAN_TRANSMEM2	50	119	55	75
OR7AH_HUMAN_TRANSMEM3	95	164	100	120
OR7AH_HUMAN_TRANSMEM4	135	204	140	160
OR7AH_HUMAN_TRANSMEM5	193	262	198	217
OR7AH_HUMAN_TRANSMEM6	233	302	238	258
OR7AH_HUMAN_TRANSMEM7	267	309	272	292
OR7C1_HUMAN_TRANSMEM1	21	90	26	46
OR7C1_HUMAN_TRANSMEM2	50	119	55	75
OR7C1_HUMAN_TRANSMEM3	95	164	100	120
OR7C1_HUMAN_TRANSMEM4	135	204	140	160
OR7C1_HUMAN_TRANSMEM5	193	262	198	217
OR7C1_HUMAN_TRANSMEM6	233	302	238	258
OR7C1_HUMAN_TRANSMEM7	267	320	272	292
OR7C2_HUMAN_TRANSMEM1	21	90	26	46
OR7C2_HUMAN_TRANSMEM2	50	119	55	75
OR7C2_HUMAN_TRANSMEM3	95	164	100	120
OR7C2_HUMAN_TRANSMEM4	135	204	140	160
OR7C2_HUMAN_TRANSMEM5	193	262	198	217
OR7C2_HUMAN_TRANSMEM6	232	301	237	257
OR7C2_HUMAN_TRANSMEM7	266	319	271	291
OR7D2_HUMAN_TRANSMEM1	21	90	26	46
OR7D2_HUMAN_TRANSMEM2	50	119	55	75
OR7D2_HUMAN_TRANSMEM3	95	164	100	120
OR7D2_HUMAN_TRANSMEM4	135	204	140	160
OR7D2_HUMAN_TRANSMEM5	193	262	198	217
OR7D2_HUMAN_TRANSMEM6	233	302	238	258
OR7D2_HUMAN_TRANSMEM7	267	312	272	292
OR7D4_HUMAN_TRANSMEM1	21	90	26	46
OR7D4_HUMAN_TRANSMEM2	50	119	55	75
OR7D4_HUMAN_TRANSMEM3	95	164	100	120
OR7D4_HUMAN_TRANSMEM4	135	204	140	160
OR7D4_HUMAN_TRANSMEM5	193	262	198	217
OR7D4_HUMAN_TRANSMEM6	233	302	238	258
OR7D4_HUMAN_TRANSMEM7	267	312	272	292
OR7G1_HUMAN_TRANSMEM1	25	94	30	50
OR7G1_HUMAN_TRANSMEM2	53	122	58	78
OR7G1_HUMAN_TRANSMEM3	93	162	98	118
OR7G1_HUMAN_TRANSMEM4	129	198	134	154
OR7G1_HUMAN_TRANSMEM5	192	261	197	217
OR7G1_HUMAN_TRANSMEM6	240	309	245	265
OR7G1_HUMAN_TRANSMEM7	265	311	270	290
OR7G2_HUMAN_TRANSMEM1	21	90	26	46
OR7G2_HUMAN_TRANSMEM2	50	119	55	75
OR7G2_HUMAN_TRANSMEM3	95	164	100	120
OR7G2_HUMAN_TRANSMEM4	135	204	140	160
OR7G2_HUMAN_TRANSMEM5	193	262	198	217
OR7G2_HUMAN_TRANSMEM6	233	302	238	258
OR7G2_HUMAN_TRANSMEM7	267	324	272	292
OR7G3_HUMAN_TRANSMEM1	21	90	26	46
OR7G3_HUMAN_TRANSMEM2	50	119	55	75
OR7G3_HUMAN_TRANSMEM3	95	164	100	120
OR7G3_HUMAN_TRANSMEM4	135	204	140	160
OR7G3_HUMAN_TRANSMEM5	193	262	198	217
OR7G3_HUMAN_TRANSMEM6	233	302	238	258
OR7G3_HUMAN_TRANSMEM7	267	312	272	292
OR83P_HUMAN_TRANSMEM1	21	90	26	46
OR83P_HUMAN_TRANSMEM2	50	119	55	75
OR83P_HUMAN_TRANSMEM3	95	164	100	120
OR83P_HUMAN_TRANSMEM4	135	204	140	160
OR83P_HUMAN_TRANSMEM5	193	262	198	217
OR83P_HUMAN_TRANSMEM6	233	302	238	258
OR83P_HUMAN_TRANSMEM7	267	310	272	292
OR8A1_HUMAN_TRANSMEM1	41	110	46	66
OR8A1_HUMAN_TRANSMEM2	73	142	78	100
OR8A1_HUMAN_TRANSMEM3	112	181	117	137
OR8A1_HUMAN_TRANSMEM4	146	215	151	171
OR8A1_HUMAN_TRANSMEM5	218	287	223	243
OR8A1_HUMAN_TRANSMEM6	256	325	261	281
OR8A1_HUMAN_TRANSMEM7	283	326	288	308
OR8B2_HUMAN_TRANSMEM1	21	90	26	46
OR8B2_HUMAN_TRANSMEM2	50	119	55	75
OR8B2_HUMAN_TRANSMEM3	95	164	100	120
OR8B2_HUMAN_TRANSMEM4	135	204	140	160
OR8B2_HUMAN_TRANSMEM5	193	262	198	217
OR8B2_HUMAN_TRANSMEM6	233	302	238	258
OR8B2_HUMAN_TRANSMEM7	266	313	271	291
OR8B3_HUMAN_TRANSMEM1	21	90	26	46
OR8B3_HUMAN_TRANSMEM2	50	119	55	75
OR8B3_HUMAN_TRANSMEM3	95	164	100	120
OR8B3_HUMAN_TRANSMEM4	135	204	140	160
OR8B3_HUMAN_TRANSMEM5	193	262	198	217
OR8B3_HUMAN_TRANSMEM6	233	302	238	258
OR8B3_HUMAN_TRANSMEM7	266	313	271	291
OR8B4_HUMAN_TRANSMEM1	21	90	26	46
OR8B4_HUMAN_TRANSMEM2	50	119	55	75
OR8B4_HUMAN_TRANSMEM3	94	163	99	119
OR8B4_HUMAN_TRANSMEM4	134	203	139	159
OR8B4_HUMAN_TRANSMEM5	192	261	197	216
OR8B4_HUMAN_TRANSMEM6	232	301	237	257
OR8B4_HUMAN_TRANSMEM7	266	309	271	291
OR8B8_HUMAN_TRANSMEM1	21	90	26	46
OR8B8_HUMAN_TRANSMEM2	50	119	55	75
OR8B8_HUMAN_TRANSMEM3	95	164	100	120
OR8B8_HUMAN_TRANSMEM4	135	204	140	160
OR8B8_HUMAN_TRANSMEM5	193	262	198	217
OR8B8_HUMAN_TRANSMEM6	233	302	238	258
OR8B8_HUMAN_TRANSMEM7	267	311	272	292
OR8BC_HUMAN_TRANSMEM1	20	89	25	45
OR8BC_HUMAN_TRANSMEM2	49	118	54	74
OR8BC_HUMAN_TRANSMEM3	94	163	99	119
OR8BC_HUMAN_TRANSMEM4	134	203	139	159
OR8BC_HUMAN_TRANSMEM5	192	261	197	216
OR8BC_HUMAN_TRANSMEM6	232	301	237	257
OR8BC_HUMAN_TRANSMEM7	266	310	271	291
OR8D1_HUMAN_TRANSMEM1	21	90	26	46
OR8D1_HUMAN_TRANSMEM2	50	119	55	75
OR8D1_HUMAN_TRANSMEM3	95	164	100	120
OR8D1_HUMAN_TRANSMEM4	135	204	140	160
OR8D1_HUMAN_TRANSMEM5	193	262	198	217
OR8D1_HUMAN_TRANSMEM6	233	302	238	258
OR8D1_HUMAN_TRANSMEM7	267	308	272	292
OR8D2_HUMAN_TRANSMEM1	21	90	26	46
OR8D2_HUMAN_TRANSMEM2	50	119	55	75
OR8D2_HUMAN_TRANSMEM3	95	164	100	120
OR8D2_HUMAN_TRANSMEM4	135	204	140	160
OR8D2_HUMAN_TRANSMEM5	193	262	198	217
OR8D2_HUMAN_TRANSMEM6	233	302	238	258
OR8D2_HUMAN_TRANSMEM7	267	311	272	292
OR8D4_HUMAN_TRANSMEM1	21	90	26	46
OR8D4_HUMAN_TRANSMEM2	50	119	55	75
OR8D4_HUMAN_TRANSMEM3	95	164	100	120
OR8D4_HUMAN_TRANSMEM4	135	204	140	160
OR8D4_HUMAN_TRANSMEM5	193	262	198	217
OR8D4_HUMAN_TRANSMEM6	233	302	238	258
OR8D4_HUMAN_TRANSMEM7	267	314	272	292
OR8G1_HUMAN_TRANSMEM1	21	90	26	46
OR8G1_HUMAN_TRANSMEM2	50	119	55	75
OR8G1_HUMAN_TRANSMEM3	95	164	100	120
OR8G1_HUMAN_TRANSMEM4	135	204	140	160
OR8G1_HUMAN_TRANSMEM5	193	262	198	217
OR8G1_HUMAN_TRANSMEM6	233	302	238	258
OR8G1_HUMAN_TRANSMEM7	267	311	272	292
OR8G5_HUMAN_TRANSMEM1	56	125	61	81
OR8G5_HUMAN_TRANSMEM2	85	154	90	110
OR8G5_HUMAN_TRANSMEM3	130	199	135	155
OR8G5_HUMAN_TRANSMEM4	170	239	175	195
OR8G5_HUMAN_TRANSMEM5	228	297	233	252
OR8G5_HUMAN_TRANSMEM6	268	337	273	293
OR8G5_HUMAN_TRANSMEM7	302	346	307	327
OR8H1_HUMAN_TRANSMEM1	21	90	26	46
OR8H1_HUMAN_TRANSMEM2	50	119	55	75
OR8H1_HUMAN_TRANSMEM3	94	163	99	119
OR8H1_HUMAN_TRANSMEM4	134	203	139	159
OR8H1_HUMAN_TRANSMEM5	192	261	197	216
OR8H1_HUMAN_TRANSMEM6	232	301	237	257
OR8H1_HUMAN_TRANSMEM7	266	311	271	291
OR8H2_HUMAN_TRANSMEM1	22	91	27	47
OR8H2_HUMAN_TRANSMEM2	51	120	56	76
OR8H2_HUMAN_TRANSMEM3	95	164	100	120
OR8H2_HUMAN_TRANSMEM4	135	204	140	160
OR8H2_HUMAN_TRANSMEM5	193	262	198	217
OR8H2_HUMAN_TRANSMEM6	233	302	238	258
OR8H2_HUMAN_TRANSMEM7	267	312	272	292
OR8H3_HUMAN_TRANSMEM1	22	91	27	47
OR8H3_HUMAN_TRANSMEM2	51	120	56	76
OR8H3_HUMAN_TRANSMEM3	95	164	100	120
OR8H3_HUMAN_TRANSMEM4	135	204	140	160
OR8H3_HUMAN_TRANSMEM5	193	262	198	217
OR8H3_HUMAN_TRANSMEM6	233	302	238	258
OR8H3_HUMAN_TRANSMEM7	267	312	272	292
OR8I2_HUMAN_TRANSMEM1	21	90	26	46
OR8I2_HUMAN_TRANSMEM2	50	119	55	75
OR8I2_HUMAN_TRANSMEM3	95	164	100	120
OR8I2_HUMAN_TRANSMEM4	135	204	140	160
OR8I2_HUMAN_TRANSMEM5	192	261	197	216
OR8I2_HUMAN_TRANSMEM6	232	301	237	257
OR8I2_HUMAN_TRANSMEM7	266	310	271	291
OR8J1_HUMAN_TRANSMEM1	21	90	26	46
OR8J1_HUMAN_TRANSMEM2	50	119	55	75
OR8J1_HUMAN_TRANSMEM3	95	164	100	120
OR8J1_HUMAN_TRANSMEM4	135	204	140	160
OR8J1_HUMAN_TRANSMEM5	193	262	198	217
OR8J1_HUMAN_TRANSMEM6	233	302	238	258
OR8J1_HUMAN_TRANSMEM7	268	316	273	293
OR8J2_HUMAN_TRANSMEM1	20	89	25	45
OR8J2_HUMAN_TRANSMEM2	53	122	58	78
OR8J2_HUMAN_TRANSMEM3	93	162	98	118
OR8J2_HUMAN_TRANSMEM4	139	208	144	164
OR8J2_HUMAN_TRANSMEM5	201	270	206	226
OR8J2_HUMAN_TRANSMEM6	235	304	240	260
OR8J2_HUMAN_TRANSMEM7	267	315	272	292
OR8J3_HUMAN_TRANSMEM1	21	90	26	46
OR8J3_HUMAN_TRANSMEM2	50	119	55	75
OR8J3_HUMAN_TRANSMEM3	95	164	100	120
OR8J3_HUMAN_TRANSMEM4	135	204	140	160
OR8J3_HUMAN_TRANSMEM5	193	262	198	217
OR8J3_HUMAN_TRANSMEM6	233	302	238	258
OR8J3_HUMAN_TRANSMEM7	267	315	272	292
OR8K1_HUMAN_TRANSMEM1	27	96	32	52
OR8K1_HUMAN_TRANSMEM2	56	125	61	81
OR8K1_HUMAN_TRANSMEM3	101	170	106	126
OR8K1_HUMAN_TRANSMEM4	141	210	146	166
OR8K1_HUMAN_TRANSMEM5	199	268	204	223
OR8K1_HUMAN_TRANSMEM6	239	308	244	264
OR8K1_HUMAN_TRANSMEM7	273	319	278	298
OR8K3_HUMAN_TRANSMEM1	21	90	26	46
OR8K3_HUMAN_TRANSMEM2	50	119	55	75
OR8K3_HUMAN_TRANSMEM3	95	164	100	120
OR8K3_HUMAN_TRANSMEM4	135	204	140	160
OR8K3_HUMAN_TRANSMEM5	193	262	198	217
OR8K3_HUMAN_TRANSMEM6	232	301	237	257
OR8K3_HUMAN_TRANSMEM7	266	312	271	291
OR8K5_HUMAN_TRANSMEM1	21	90	26	46
OR8K5_HUMAN_TRANSMEM2	50	119	55	75
OR8K5_HUMAN_TRANSMEM3	95	164	100	120
OR8K5_HUMAN_TRANSMEM4	135	204	140	160
OR8K5_HUMAN_TRANSMEM5	193	262	198	217
OR8K5_HUMAN_TRANSMEM6	233	302	238	258
OR8K5_HUMAN_TRANSMEM7	267	307	272	292
OR8S1_HUMAN_TRANSMEM1	21	90	26	46
OR8S1_HUMAN_TRANSMEM2	50	119	55	75
OR8S1_HUMAN_TRANSMEM3	95	164	100	120
OR8S1_HUMAN_TRANSMEM4	135	204	140	160
OR8S1_HUMAN_TRANSMEM5	193	262	198	217
OR8S1_HUMAN_TRANSMEM6	233	302	238	258
OR8S1_HUMAN_TRANSMEM7	265	334	270	290
OR8U1_HUMAN_TRANSMEM1	21	90	26	46
OR8U1_HUMAN_TRANSMEM2	50	119	55	75
OR8U1_HUMAN_TRANSMEM3	95	164	100	120
OR8U1_HUMAN_TRANSMEM4	135	204	140	160
OR8U1_HUMAN_TRANSMEM5	193	262	198	217
OR8U1_HUMAN_TRANSMEM6	233	302	238	258
OR8U1_HUMAN_TRANSMEM7	267	309	272	292
OR8U8_HUMAN_TRANSMEM1	24	93	29	49
OR8U8_HUMAN_TRANSMEM2	52	121	57	77
OR8U8_HUMAN_TRANSMEM3	93	162	98	118
OR8U8_HUMAN_TRANSMEM4	118	187	123	143
OR8U8_HUMAN_TRANSMEM5	200	269	205	225
OR8U8_HUMAN_TRANSMEM6	235	304	240	260
OR8U8_HUMAN_TRANSMEM7	267	319	272	292
OR8U9_HUMAN_TRANSMEM1	24	93	29	49
OR8U9_HUMAN_TRANSMEM2	52	121	57	77
OR8U9_HUMAN_TRANSMEM3	93	162	98	118
OR8U9_HUMAN_TRANSMEM4	139	208	144	164
OR8U9_HUMAN_TRANSMEM5	200	269	205	225
OR8U9_HUMAN_TRANSMEM6	235	304	240	260
OR8U9_HUMAN_TRANSMEM7	268	309	273	293
OR9A1_HUMAN_TRANSMEM1	20	89	25	45
OR9A1_HUMAN_TRANSMEM2	60	129	65	85
OR9A1_HUMAN_TRANSMEM3	95	164	100	120
OR9A1_HUMAN_TRANSMEM4	136	205	141	161
OR9A1_HUMAN_TRANSMEM5	192	261	197	217
OR9A1_HUMAN_TRANSMEM6	235	263	240	260
OR9A2_HUMAN_TRANSMEM1	20	89	25	45
OR9A2_HUMAN_TRANSMEM2	49	118	54	74
OR9A2_HUMAN_TRANSMEM3	131	200	136	156
OR9A2_HUMAN_TRANSMEM4	189	258	194	213
OR9A2_HUMAN_TRANSMEM5	229	298	234	254
OR9A2_HUMAN_TRANSMEM6	263	310	268	288
OR9A4_HUMAN_TRANSMEM1	20	89	25	45
OR9A4_HUMAN_TRANSMEM2	49	118	54	74
OR9A4_HUMAN_TRANSMEM3	95	164	100	120
OR9A4_HUMAN_TRANSMEM4	135	204	140	160
OR9A4_HUMAN_TRANSMEM5	193	262	198	217
OR9A4_HUMAN_TRANSMEM6	233	302	238	258
OR9A4_HUMAN_TRANSMEM7	267	314	272	292
OR9G1_HUMAN_TRANSMEM1	20	89	25	45
OR9G1_HUMAN_TRANSMEM2	49	118	54	74
OR9G1_HUMAN_TRANSMEM3	94	163	99	119
OR9G1_HUMAN_TRANSMEM4	134	203	139	159
OR9G1_HUMAN_TRANSMEM5	192	261	197	216
OR9G1_HUMAN_TRANSMEM6	232	301	237	257
OR9G1_HUMAN_TRANSMEM7	266	305	271	291
OR9G4_HUMAN_TRANSMEM1	39	108	44	64
OR9G4_HUMAN_TRANSMEM2	67	136	72	92
OR9G4_HUMAN_TRANSMEM3	109	178	114	134
OR9G4_HUMAN_TRANSMEM4	148	217	153	173
OR9G4_HUMAN_TRANSMEM5	208	277	213	233
OR9G4_HUMAN_TRANSMEM6	248	317	253	273
OR9G4_HUMAN_TRANSMEM7	282	327	287	307
OR9G9_HUMAN_TRANSMEM1	23	92	28	48
OR9G9_HUMAN_TRANSMEM2	60	129	65	85
OR9G9_HUMAN_TRANSMEM3	92	161	97	117
OR9G9_HUMAN_TRANSMEM4	134	203	139	159
OR9G9_HUMAN_TRANSMEM5	196	265	201	221
OR9G9_HUMAN_TRANSMEM6	235	304	240	260
OR9G9_HUMAN_TRANSMEM7	267	305	272	291
OR9I1_HUMAN_TRANSMEM1	21	90	26	46
OR9I1_HUMAN_TRANSMEM2	50	119	55	75
OR9I1_HUMAN_TRANSMEM3	95	164	100	120
OR9I1_HUMAN_TRANSMEM4	135	204	140	160
OR9I1_HUMAN_TRANSMEM5	193	262	198	217
OR9I1_HUMAN_TRANSMEM6	233	302	238	258
OR9I1_HUMAN_TRANSMEM7	267	314	272	292
OR9K2_HUMAN_TRANSMEM1	46	115	51	71
OR9K2_HUMAN_TRANSMEM2	75	144	80	100
OR9K2_HUMAN_TRANSMEM3	120	189	125	145
OR9K2_HUMAN_TRANSMEM4	160	229	165	185
OR9K2_HUMAN_TRANSMEM5	218	287	223	242
