#Name	PEP_START	PEP_END	DOM_START	DOM_END
OR9A4_HUMAN_TRANSMEM5	198	267	198	217
OR9A4_HUMAN_TRANSMEM6	238	307	238	258
OR9A4_HUMAN_TRANSMEM7	272	341	272	292
OR9G1_HUMAN_TRANSMEM1	25	94	25	45
OR9G1_HUMAN_TRANSMEM2	54	123	54	74
OR9G1_HUMAN_TRANSMEM3	99	168	99	119
OR9G1_HUMAN_TRANSMEM4	139	208	139	159
OR9G1_HUMAN_TRANSMEM5	197	266	197	216
OR9G1_HUMAN_TRANSMEM6	237	306	237	257
OR9G1_HUMAN_TRANSMEM7	271	340	271	291
OR9G4_HUMAN_TRANSMEM1	44	113	44	64
OR9G4_HUMAN_TRANSMEM2	72	141	72	92
OR9G4_HUMAN_TRANSMEM3	114	183	114	134
OR9G4_HUMAN_TRANSMEM4	153	222	153	173
OR9G4_HUMAN_TRANSMEM5	213	282	213	233
OR9G4_HUMAN_TRANSMEM6	253	322	253	273
OR9G4_HUMAN_TRANSMEM7	287	356	287	307
OR9G9_HUMAN_TRANSMEM1	28	97	28	48
OR9G9_HUMAN_TRANSMEM2	65	134	65	85
OR9G9_HUMAN_TRANSMEM3	97	166	97	117
OR9G9_HUMAN_TRANSMEM4	139	208	139	159
OR9G9_HUMAN_TRANSMEM5	201	270	201	221
OR9G9_HUMAN_TRANSMEM6	240	309	240	260
OR9G9_HUMAN_TRANSMEM7	272	341	272	291
OR9I1_HUMAN_TRANSMEM1	26	95	26	46
OR9I1_HUMAN_TRANSMEM2	55	124	55	75
OR9I1_HUMAN_TRANSMEM3	100	169	100	120
OR9I1_HUMAN_TRANSMEM4	140	209	140	160
OR9I1_HUMAN_TRANSMEM5	198	267	198	217
OR9I1_HUMAN_TRANSMEM6	238	307	238	258
OR9I1_HUMAN_TRANSMEM7	272	341	272	292
OR9K2_HUMAN_TRANSMEM1	51	120	51	71
OR9K2_HUMAN_TRANSMEM2	80	149	80	100
OR9K2_HUMAN_TRANSMEM3	125	194	125	145
OR9K2_HUMAN_TRANSMEM4	165	234	165	185
OR9K2_HUMAN_TRANSMEM5	223	292	223	242
OR9K2_HUMAN_TRANSMEM6	263	332	263	283
OR9Q1_HUMAN_TRANSMEM1	26	95	26	46
OR9Q1_HUMAN_TRANSMEM2	55	124	55	75
OR9Q1_HUMAN_TRANSMEM3	100	169	100	120
OR9Q1_HUMAN_TRANSMEM4	140	209	140	160
OR9Q1_HUMAN_TRANSMEM5	198	267	198	217
OR9Q1_HUMAN_TRANSMEM6	237	306	237	257
OR9Q1_HUMAN_TRANSMEM7	271	340	271	291
OR9Q2_HUMAN_TRANSMEM1	26	95	26	46
OR9Q2_HUMAN_TRANSMEM2	55	124	55	75
OR9Q2_HUMAN_TRANSMEM3	100	169	100	120
OR9Q2_HUMAN_TRANSMEM4	140	209	140	160
OR9Q2_HUMAN_TRANSMEM5	198	267	198	217
OR9Q2_HUMAN_TRANSMEM6	238	307	238	258
OR9Q2_HUMAN_TRANSMEM7	272	341	272	292
ORAI2_HUMAN_TRANSMEM1	66	135	66	83
ORAI2_HUMAN_TRANSMEM2	94	163	94	114
ORAI2_HUMAN_TRANSMEM3	148	217	148	168
ORAI2_HUMAN_TRANSMEM4	196	265	196	216
ORAI3_HUMAN_TRANSMEM1	63	132	63	82
ORAI3_HUMAN_TRANSMEM2	95	164	95	115
ORAI3_HUMAN_TRANSMEM3	157	226	157	177
ORAI3_HUMAN_TRANSMEM4	244	313	244	264
ORM2B_HUMAN_TRANSMEM1	26	95	26	46
ORM2B_HUMAN_TRANSMEM2	58	127	58	78
ORM2B_HUMAN_TRANSMEM3	98	167	98	118
ORM2B_HUMAN_TRANSMEM4	143	212	143	163
ORM2B_HUMAN_TRANSMEM5	205	274	205	225
ORM2B_HUMAN_TRANSMEM6	239	308	239	259
ORM2B_HUMAN_TRANSMEM7	271	340	271	291
ORML1_HUMAN_TRANSMEM1	27	96	27	47
ORML1_HUMAN_TRANSMEM2	101	170	101	121
ORML2_HUMAN_TRANSMEM1	22	91	22	42
ORML2_HUMAN_TRANSMEM2	43	112	43	63
ORML3_HUMAN_TRANSMEM1	22	91	22	42
ORML3_HUMAN_TRANSMEM2	95	164	95	117
ORN4C_HUMAN_TRANSMEM1	27	96	27	47
ORN4C_HUMAN_TRANSMEM2	57	126	57	77
ORN4C_HUMAN_TRANSMEM3	100	169	100	120
ORN4C_HUMAN_TRANSMEM4	144	213	144	164
ORN4C_HUMAN_TRANSMEM5	205	274	205	225
ORN4C_HUMAN_TRANSMEM6	244	313	244	264
ORN4C_HUMAN_TRANSMEM7	269	338	269	289
ORNT1_HUMAN_TRANSMEM1	5	74	5	25
ORNT1_HUMAN_TRANSMEM2	68	137	68	88
ORNT1_HUMAN_TRANSMEM3	110	179	110	130
ORNT1_HUMAN_TRANSMEM4	168	237	168	188
ORNT1_HUMAN_TRANSMEM5	207	276	207	227
ORNT1_HUMAN_TRANSMEM6	237	306	237	257
ORNT2_HUMAN_TRANSMEM1	5	74	5	25
ORNT2_HUMAN_TRANSMEM2	68	137	68	88
ORNT2_HUMAN_TRANSMEM3	110	179	110	130
ORNT2_HUMAN_TRANSMEM4	168	237	168	188
ORNT2_HUMAN_TRANSMEM5	210	279	210	230
ORNT2_HUMAN_TRANSMEM6	237	306	237	257
OSBL5_HUMAN_TRANSMEM1	860	929	860	878
OSBL8_HUMAN_TRANSMEM1	871	940	871	888
OSMR_HUMAN_TRANSMEM1	741	810	741	761
OST48_HUMAN_TRANSMEM1	428	497	428	447
OSTA_HUMAN_TRANSMEM1	49	118	49	69
OSTA_HUMAN_TRANSMEM2	88	157	88	108
OSTA_HUMAN_TRANSMEM3	119	188	119	139
OSTA_HUMAN_TRANSMEM4	182	251	182	202
OSTA_HUMAN_TRANSMEM5	219	288	219	239
OSTA_HUMAN_TRANSMEM6	256	325	256	276
OSTA_HUMAN_TRANSMEM7	295	364	295	317
OSTB_HUMAN_TRANSMEM1	36	105	36	56
OSTC_HUMAN_TRANSMEM1	33	102	33	53
OSTC_HUMAN_TRANSMEM2	84	153	84	104
OSTC_HUMAN_TRANSMEM3	118	187	118	138
OSTM1_HUMAN_TRANSMEM1	285	354	285	305
OTOF_HUMAN_TRANSMEM1	1964	2033	1964	1984
OTOP1_HUMAN_TRANSMEM1	67	136	67	87
OTOP1_HUMAN_TRANSMEM2	92	161	92	112
OTOP1_HUMAN_TRANSMEM3	137	206	137	157
OTOP1_HUMAN_TRANSMEM4	168	237	168	188
OTOP1_HUMAN_TRANSMEM5	201	270	201	221
OTOP1_HUMAN_TRANSMEM6	269	338	269	289
OTOP1_HUMAN_TRANSMEM7	311	380	311	331
OTOP1_HUMAN_TRANSMEM8	346	415	346	366
OTOP1_HUMAN_TRANSMEM9	393	462	393	413
OTOP1_HUMAN_TRANSMEM10	424	493	424	444
OTOP1_HUMAN_TRANSMEM11	545	614	545	565
OTOP1_HUMAN_TRANSMEM12	576	645	576	596
OTOP2_HUMAN_TRANSMEM1	30	99	30	50
OTOP2_HUMAN_TRANSMEM2	62	131	62	82
OTOP2_HUMAN_TRANSMEM3	100	169	100	120
OTOP2_HUMAN_TRANSMEM4	137	206	137	157
OTOP2_HUMAN_TRANSMEM5	169	238	169	189
OTOP2_HUMAN_TRANSMEM6	241	310	241	261
OTOP2_HUMAN_TRANSMEM7	289	358	289	309
OTOP2_HUMAN_TRANSMEM8	324	393	324	344
OTOP2_HUMAN_TRANSMEM9	371	440	371	391
OTOP2_HUMAN_TRANSMEM10	402	471	402	422
OTOP2_HUMAN_TRANSMEM11	495	564	495	515
OTOP2_HUMAN_TRANSMEM12	527	596	527	547
OTOP3_HUMAN_TRANSMEM1	90	159	90	110
OTOP3_HUMAN_TRANSMEM2	121	190	121	141
OTOP3_HUMAN_TRANSMEM3	159	228	159	179
OTOP3_HUMAN_TRANSMEM4	194	263	194	214
OTOP3_HUMAN_TRANSMEM5	227	296	227	247
OTOP3_HUMAN_TRANSMEM6	290	359	290	310
OTOP3_HUMAN_TRANSMEM7	338	407	338	358
OTOP3_HUMAN_TRANSMEM8	372	441	372	392
OTOP3_HUMAN_TRANSMEM9	417	486	417	437
OTOP3_HUMAN_TRANSMEM10	449	518	449	469
OTOP3_HUMAN_TRANSMEM11	530	599	530	550
OTOP3_HUMAN_TRANSMEM12	561	630	561	581
OX1R_HUMAN_TRANSMEM1	47	116	47	67
OX1R_HUMAN_TRANSMEM2	83	152	83	105
OX1R_HUMAN_TRANSMEM3	120	189	120	140
OX1R_HUMAN_TRANSMEM4	161	230	161	182
OX1R_HUMAN_TRANSMEM5	214	283	214	235
OX1R_HUMAN_TRANSMEM6	299	368	299	321
OX1R_HUMAN_TRANSMEM7	337	406	337	360
OX2G_HUMAN_TRANSMEM1	233	302	233	259
OX2R_HUMAN_TRANSMEM1	55	124	55	75
OX2R_HUMAN_TRANSMEM2	89	158	89	110
OX2R_HUMAN_TRANSMEM3	128	197	128	150
OX2R_HUMAN_TRANSMEM4	171	240	171	191
OX2R_HUMAN_TRANSMEM5	223	292	223	243
OX2R_HUMAN_TRANSMEM6	305	374	305	326
OX2R_HUMAN_TRANSMEM7	343	412	343	366
OXA1L_HUMAN_TRANSMEM1	114	183	114	134
OXA1L_HUMAN_TRANSMEM2	140	209	140	160
OXA1L_HUMAN_TRANSMEM3	213	282	213	233
OXA1L_HUMAN_TRANSMEM4	261	330	261	281
OXA1L_HUMAN_TRANSMEM5	300	369	300	320
OXER1_HUMAN_TRANSMEM1	98	167	98	118
OXER1_HUMAN_TRANSMEM2	127	196	127	147
OXER1_HUMAN_TRANSMEM3	169	238	169	191
OXER1_HUMAN_TRANSMEM4	212	281	212	232
OXER1_HUMAN_TRANSMEM5	255	324	255	275
OXER1_HUMAN_TRANSMEM6	296	365	296	316
OXER1_HUMAN_TRANSMEM7	337	406	337	357
OXGR1_HUMAN_TRANSMEM1	35	104	35	55
OXGR1_HUMAN_TRANSMEM2	70	139	70	90
OXGR1_HUMAN_TRANSMEM3	117	186	117	137
OXGR1_HUMAN_TRANSMEM4	152	221	152	172
OXGR1_HUMAN_TRANSMEM5	202	271	202	222
OXGR1_HUMAN_TRANSMEM6	243	312	243	263
OXGR1_HUMAN_TRANSMEM7	285	354	285	305
OXYR_HUMAN_TRANSMEM1	39	108	39	63
OXYR_HUMAN_TRANSMEM2	75	144	75	97
OXYR_HUMAN_TRANSMEM3	114	183	114	135
OXYR_HUMAN_TRANSMEM4	155	224	155	175
OXYR_HUMAN_TRANSMEM5	203	272	203	225
OXYR_HUMAN_TRANSMEM6	276	345	276	294
OXYR_HUMAN_TRANSMEM7	310	379	310	332
P121A_HUMAN_TRANSMEM1	35	104	35	55
P121C_HUMAN_TRANSMEM1	41	110	41	61
P12LL_HUMAN_TRANSMEM1	877	946	877	897
P210L_HUMAN_TRANSMEM1	1813	1882	1813	1833
P2RX1_HUMAN_TRANSMEM1	29	98	29	50
P2RX1_HUMAN_TRANSMEM2	339	408	339	358
P2RX2_HUMAN_TRANSMEM1	43	112	43	63
P2RX2_HUMAN_TRANSMEM2	338	407	338	358
P2RX3_HUMAN_TRANSMEM1	21	90	21	43
P2RX3_HUMAN_TRANSMEM2	323	392	323	341
P2RX4_HUMAN_TRANSMEM1	34	103	34	54
P2RX4_HUMAN_TRANSMEM2	339	408	339	359
P2RX5_HUMAN_TRANSMEM1	31	100	31	51
P2RX5_HUMAN_TRANSMEM2	320	389	320	340
P2RX6_HUMAN_TRANSMEM1	40	109	40	60
P2RX6_HUMAN_TRANSMEM2	334	403	334	354
P2RX7_HUMAN_TRANSMEM1	26	95	26	46
P2RX7_HUMAN_TRANSMEM2	335	404	335	355
P2RY1_HUMAN_TRANSMEM1	52	121	52	74
P2RY1_HUMAN_TRANSMEM2	88	157	88	109
P2RY1_HUMAN_TRANSMEM3	126	195	126	147
P2RY1_HUMAN_TRANSMEM4	167	236	167	188
P2RY1_HUMAN_TRANSMEM5	215	284	215	237
P2RY1_HUMAN_TRANSMEM6	261	330	261	284
P2RY1_HUMAN_TRANSMEM7	304	373	304	325
P2RY2_HUMAN_TRANSMEM1	33	102	33	59
P2RY2_HUMAN_TRANSMEM2	71	140	71	93
P2RY2_HUMAN_TRANSMEM3	111	180	111	129
P2RY2_HUMAN_TRANSMEM4	153	222	153	172
P2RY2_HUMAN_TRANSMEM5	195	264	195	220
P2RY2_HUMAN_TRANSMEM6	247	316	247	269
P2RY2_HUMAN_TRANSMEM7	288	357	288	309
P2RY4_HUMAN_TRANSMEM1	35	104	35	61
P2RY4_HUMAN_TRANSMEM2	73	142	73	95
P2RY4_HUMAN_TRANSMEM3	113	182	113	131
P2RY4_HUMAN_TRANSMEM4	155	224	155	174
P2RY4_HUMAN_TRANSMEM5	197	266	197	222
P2RY4_HUMAN_TRANSMEM6	247	316	247	269
P2RY4_HUMAN_TRANSMEM7	288	357	288	309
P2RY6_HUMAN_TRANSMEM1	28	97	28	48
P2RY6_HUMAN_TRANSMEM2	63	132	63	83
P2RY6_HUMAN_TRANSMEM3	102	171	102	122
P2RY6_HUMAN_TRANSMEM4	145	214	145	165
P2RY6_HUMAN_TRANSMEM5	195	264	195	215
P2RY6_HUMAN_TRANSMEM6	237	306	237	257
P2RY6_HUMAN_TRANSMEM7	281	350	281	303
P2RY8_HUMAN_TRANSMEM1	20	89	20	40
P2RY8_HUMAN_TRANSMEM2	58	127	58	78
P2RY8_HUMAN_TRANSMEM3	89	158	89	109
P2RY8_HUMAN_TRANSMEM4	139	208	139	159
P2RY8_HUMAN_TRANSMEM5	188	257	188	208
P2RY8_HUMAN_TRANSMEM6	238	307	238	258
P2RY8_HUMAN_TRANSMEM7	276	345	276	296
P2Y10_HUMAN_TRANSMEM1	40	109	40	60
P2Y10_HUMAN_TRANSMEM2	69	138	69	89
P2Y10_HUMAN_TRANSMEM3	104	173	104	124
P2Y10_HUMAN_TRANSMEM4	150	219	150	170
P2Y10_HUMAN_TRANSMEM5	194	263	194	214
P2Y10_HUMAN_TRANSMEM6	245	314	245	265
P2Y10_HUMAN_TRANSMEM7	289	358	289	309
P2Y11_HUMAN_TRANSMEM1	30	99	30	50
P2Y11_HUMAN_TRANSMEM2	65	134	65	85
P2Y11_HUMAN_TRANSMEM3	117	186	117	137
P2Y11_HUMAN_TRANSMEM4	147	216	147	167
P2Y11_HUMAN_TRANSMEM5	207	276	207	227
P2Y11_HUMAN_TRANSMEM6	246	315	246	266
P2Y11_HUMAN_TRANSMEM7	309	378	309	329
P2Y12_HUMAN_TRANSMEM1	28	97	28	50
P2Y12_HUMAN_TRANSMEM2	62	131	62	82
P2Y12_HUMAN_TRANSMEM3	98	167	98	118
P2Y12_HUMAN_TRANSMEM4	143	212	143	162
P2Y12_HUMAN_TRANSMEM5	186	255	186	207
P2Y12_HUMAN_TRANSMEM6	234	303	234	259
P2Y12_HUMAN_TRANSMEM7	279	348	279	298
P2Y13_HUMAN_TRANSMEM1	50	119	50	70
P2Y13_HUMAN_TRANSMEM2	78	147	78	98
P2Y13_HUMAN_TRANSMEM3	118	187	118	138
P2Y13_HUMAN_TRANSMEM4	162	231	162	182
P2Y13_HUMAN_TRANSMEM5	212	281	212	232
P2Y13_HUMAN_TRANSMEM6	253	322	253	273
P2Y13_HUMAN_TRANSMEM7	301	370	301	321
P2Y14_HUMAN_TRANSMEM1	30	99	30	50
P2Y14_HUMAN_TRANSMEM2	56	125	56	76
P2Y14_HUMAN_TRANSMEM3	97	166	97	117
P2Y14_HUMAN_TRANSMEM4	140	209	140	160
P2Y14_HUMAN_TRANSMEM5	189	258	189	209
P2Y14_HUMAN_TRANSMEM6	235	304	235	255
P2Y14_HUMAN_TRANSMEM7	279	348	279	299
P3IP1_HUMAN_TRANSMEM1	169	238	169	189
P3_HUMAN_TRANSMEM1	225	294	225	245
P3_HUMAN_TRANSMEM2	253	322	253	273
P3_HUMAN_TRANSMEM3	281	350	281	301
P3_HUMAN_TRANSMEM4	320	389	320	340
P3_HUMAN_TRANSMEM5	361	430	361	381
P3_HUMAN_TRANSMEM6	383	452	383	403
P3_HUMAN_TRANSMEM7	417	486	417	437
P3_HUMAN_TRANSMEM8	450	519	450	470
P4HTM_HUMAN_TRANSMEM1	61	130	61	81
P5I11_HUMAN_TRANSMEM1	64	133	64	84
P5I11_HUMAN_TRANSMEM2	109	178	109	129
P5I11_HUMAN_TRANSMEM3	131	200	131	151
P5I11_HUMAN_TRANSMEM4	156	225	156	176
P5I13_HUMAN_TRANSMEM1	310	379	310	330
PACC1_HUMAN_TRANSMEM1	65	134	65	85
PACC1_HUMAN_TRANSMEM2	302	371	302	318
PACR_HUMAN_TRANSMEM1	156	225	156	178
PACR_HUMAN_TRANSMEM2	187	256	187	205
PACR_HUMAN_TRANSMEM3	228	297	228	253
PACR_HUMAN_TRANSMEM4	269	338	269	291
PACR_HUMAN_TRANSMEM5	310	379	310	332
PACR_HUMAN_TRANSMEM6	351	420	351	371
PACR_HUMAN_TRANSMEM7	386	455	386	405
PANX1_HUMAN_TRANSMEM1	41	110	41	61
PANX1_HUMAN_TRANSMEM2	107	176	107	127
PANX1_HUMAN_TRANSMEM3	218	287	218	238
PANX1_HUMAN_TRANSMEM4	267	336	267	287
PANX2_HUMAN_TRANSMEM1	48	117	48	70
PANX2_HUMAN_TRANSMEM2	124	193	124	146
PANX2_HUMAN_TRANSMEM3	227	296	227	249
PANX2_HUMAN_TRANSMEM4	293	362	293	315
PANX3_HUMAN_TRANSMEM1	40	109	40	60
PANX3_HUMAN_TRANSMEM2	114	183	114	134
PANX3_HUMAN_TRANSMEM3	216	285	216	236
PANX3_HUMAN_TRANSMEM4	268	337	268	288
PAPAS_HUMAN_TRANSMEM1	13	82	13	33
PAPAS_HUMAN_TRANSMEM2	82	151	82	102
PAQR1_HUMAN_TRANSMEM1	137	206	137	157
PAQR1_HUMAN_TRANSMEM2	171	240	171	191
PAQR1_HUMAN_TRANSMEM3	204	273	204	224
PAQR1_HUMAN_TRANSMEM4	235	304	235	255
PAQR1_HUMAN_TRANSMEM5	265	334	265	285
PAQR1_HUMAN_TRANSMEM6	299	368	299	319
PAQR1_HUMAN_TRANSMEM7	338	407	338	358
PAQR2_HUMAN_TRANSMEM1	148	217	148	168
PAQR2_HUMAN_TRANSMEM2	182	251	182	202
PAQR2_HUMAN_TRANSMEM3	214	283	214	234
PAQR2_HUMAN_TRANSMEM4	246	315	246	266
PAQR2_HUMAN_TRANSMEM5	274	343	274	294
PAQR2_HUMAN_TRANSMEM6	310	379	310	330
PAQR2_HUMAN_TRANSMEM7	349	418	349	369
PAQR3_HUMAN_TRANSMEM1	74	143	74	96
PAQR3_HUMAN_TRANSMEM2	106	175	106	128
PAQR3_HUMAN_TRANSMEM3	141	210	141	163
PAQR3_HUMAN_TRANSMEM4	173	242	173	195
PAQR3_HUMAN_TRANSMEM5	202	271	202	224
PAQR3_HUMAN_TRANSMEM6	239	308	239	256
PAQR3_HUMAN_TRANSMEM7	276	345	276	298
PAQR4_HUMAN_TRANSMEM1	52	121	52	72
PAQR4_HUMAN_TRANSMEM2	79	148	79	99
PAQR4_HUMAN_TRANSMEM3	115	184	115	135
PAQR4_HUMAN_TRANSMEM4	147	216	147	167
PAQR4_HUMAN_TRANSMEM5	185	254	185	205
PAQR4_HUMAN_TRANSMEM6	245	314	245	265
PAQR5_HUMAN_TRANSMEM1	52	121	52	72
PAQR5_HUMAN_TRANSMEM2	81	150	81	101
PAQR5_HUMAN_TRANSMEM3	114	183	114	134
PAQR5_HUMAN_TRANSMEM4	142	211	142	162
PAQR5_HUMAN_TRANSMEM5	187	256	187	207
PAQR5_HUMAN_TRANSMEM6	254	323	254	274
PAQR5_HUMAN_TRANSMEM7	295	364	295	315
PAQR6_HUMAN_TRANSMEM1	52	121	52	72
PAQR6_HUMAN_TRANSMEM2	84	153	84	104
PAQR6_HUMAN_TRANSMEM3	114	183	114	134
PAQR6_HUMAN_TRANSMEM4	148	217	148	168
PAQR6_HUMAN_TRANSMEM5	218	287	218	238
PAQR6_HUMAN_TRANSMEM6	259	328	259	279
PAQR6_HUMAN_TRANSMEM7	293	362	293	313
PAQR7_HUMAN_TRANSMEM1	73	142	73	93
PAQR7_HUMAN_TRANSMEM2	104	173	104	124
PAQR7_HUMAN_TRANSMEM3	138	207	138	158
PAQR7_HUMAN_TRANSMEM4	170	239	170	190
PAQR7_HUMAN_TRANSMEM5	238	307	238	258
PAQR7_HUMAN_TRANSMEM6	277	346	277	297
PAQR7_HUMAN_TRANSMEM7	317	386	317	337
PAQR8_HUMAN_TRANSMEM1	76	145	76	96
PAQR8_HUMAN_TRANSMEM2	112	181	112	132
PAQR8_HUMAN_TRANSMEM3	175	244	175	195
PAQR8_HUMAN_TRANSMEM4	214	283	214	234
PAQR8_HUMAN_TRANSMEM5	244	313	244	264
PAQR8_HUMAN_TRANSMEM6	284	353	284	304
PAQR8_HUMAN_TRANSMEM7	320	389	320	340
PAQR9_HUMAN_TRANSMEM1	87	156	87	107
PAQR9_HUMAN_TRANSMEM2	117	186	117	137
PAQR9_HUMAN_TRANSMEM3	163	232	163	183
PAQR9_HUMAN_TRANSMEM4	206	275	206	226
PAQR9_HUMAN_TRANSMEM5	244	313	244	264
PAQR9_HUMAN_TRANSMEM6	302	371	302	322
PAQR9_HUMAN_TRANSMEM7	344	413	344	364
PAQRA_HUMAN_TRANSMEM1	39	108	39	59
PAQRA_HUMAN_TRANSMEM2	66	135	66	86
PAQRA_HUMAN_TRANSMEM3	103	172	103	123
PAQRA_HUMAN_TRANSMEM4	133	202	133	153
PAQRA_HUMAN_TRANSMEM5	183	252	183	203
PAQRA_HUMAN_TRANSMEM6	206	275	206	226
PAQRA_HUMAN_TRANSMEM7	234	303	234	254
PAQRB_HUMAN_TRANSMEM1	29	98	29	49
PAQRB_HUMAN_TRANSMEM2	62	131	62	82
PAQRB_HUMAN_TRANSMEM3	102	171	102	122
PAQRB_HUMAN_TRANSMEM4	125	194	125	145
PAQRB_HUMAN_TRANSMEM5	152	221	152	172
PAQRB_HUMAN_TRANSMEM6	175	244	175	195
PAQRB_HUMAN_TRANSMEM7	199	268	199	219
PAR16_HUMAN_TRANSMEM1	288	357	288	308
PAR1_HUMAN_TRANSMEM1	103	172	103	128
PAR1_HUMAN_TRANSMEM2	138	207	138	157
PAR1_HUMAN_TRANSMEM3	177	246	177	198
PAR1_HUMAN_TRANSMEM4	219	288	219	239
PAR1_HUMAN_TRANSMEM5	269	338	269	288
PAR1_HUMAN_TRANSMEM6	312	381	312	334
PAR1_HUMAN_TRANSMEM7	351	420	351	374
PAR2_HUMAN_TRANSMEM1	72	141	72	101
PAR2_HUMAN_TRANSMEM2	109	178	109	137
PAR2_HUMAN_TRANSMEM3	150	219	150	177
PAR2_HUMAN_TRANSMEM4	184	253	184	211
PAR2_HUMAN_TRANSMEM5	236	305	236	269
PAR2_HUMAN_TRANSMEM6	278	347	278	317
PAR2_HUMAN_TRANSMEM7	324	393	324	347
PAR3_HUMAN_TRANSMEM1	95	164	95	120
PAR3_HUMAN_TRANSMEM2	129	198	129	148
PAR3_HUMAN_TRANSMEM3	168	237	168	189
PAR3_HUMAN_TRANSMEM4	207	276	207	230
PAR3_HUMAN_TRANSMEM5	261	330	261	280
PAR3_HUMAN_TRANSMEM6	298	367	298	322
PAR3_HUMAN_TRANSMEM7	337	406	337	361
PAR4_HUMAN_TRANSMEM1	83	152	83	103
PAR4_HUMAN_TRANSMEM2	109	178	109	129
PAR4_HUMAN_TRANSMEM3	152	221	152	172
PAR4_HUMAN_TRANSMEM4	193	262	193	213
PAR4_HUMAN_TRANSMEM5	248	317	248	268
PAR4_HUMAN_TRANSMEM6	284	353	284	304
PAR4_HUMAN_TRANSMEM7	320	389	320	343
PARL_HUMAN_TRANSMEM1	102	171	102	121
PARL_HUMAN_TRANSMEM2	168	237	168	187
PARL_HUMAN_TRANSMEM3	208	277	208	230
PARL_HUMAN_TRANSMEM4	245	314	245	262
PARL_HUMAN_TRANSMEM5	273	342	273	289
PARL_HUMAN_TRANSMEM6	296	365	296	318
PARL_HUMAN_TRANSMEM7	333	402	333	354
PARM1_HUMAN_TRANSMEM1	259	328	259	279
PC11X_HUMAN_TRANSMEM1	813	882	813	833
PC11Y_HUMAN_TRANSMEM1	845	914	845	865
PCAT1_HUMAN_TRANSMEM1	58	127	58	78
PCAT2_HUMAN_TRANSMEM1	58	127	58	78
PCD10_HUMAN_TRANSMEM1	716	785	716	736
PCD12_HUMAN_TRANSMEM1	719	788	719	739
PCD15_HUMAN_TRANSMEM1	1377	1446	1377	1397
PCD16_HUMAN_TRANSMEM1	2941	3010	2941	2961
PCD17_HUMAN_TRANSMEM1	708	777	708	728
PCD18_HUMAN_TRANSMEM1	700	769	700	720
PCD19_HUMAN_TRANSMEM1	679	748	679	699
PCD20_HUMAN_TRANSMEM1	891	960	891	911
PCD23_HUMAN_TRANSMEM1	47	116	47	67
PCD23_HUMAN_TRANSMEM2	2987	3056	2987	3017
PCDA1_HUMAN_TRANSMEM1	698	767	698	718
PCDA2_HUMAN_TRANSMEM1	698	767	698	718
PCDA3_HUMAN_TRANSMEM1	698	767	698	718
PCDA4_HUMAN_TRANSMEM1	698	767	698	718
PCDA5_HUMAN_TRANSMEM1	697	766	697	717
PCDA6_HUMAN_TRANSMEM1	698	767	698	718
PCDA7_HUMAN_TRANSMEM1	698	767	698	718
PCDA8_HUMAN_TRANSMEM1	698	767	698	718
PCDA9_HUMAN_TRANSMEM1	698	767	698	718
PCDAA_HUMAN_TRANSMEM1	696	765	696	716
PCDAB_HUMAN_TRANSMEM1	697	766	697	717
PCDAC_HUMAN_TRANSMEM1	698	767	698	718
PCDAD_HUMAN_TRANSMEM1	698	767	698	718
PCDB1_HUMAN_TRANSMEM1	692	761	692	712
PCDB2_HUMAN_TRANSMEM1	693	762	693	713
PCDB3_HUMAN_TRANSMEM1	691	760	691	711
PCDB4_HUMAN_TRANSMEM1	690	759	690	710
PCDB5_HUMAN_TRANSMEM1	690	759	690	710
PCDB6_HUMAN_TRANSMEM1	689	758	689	709
PCDB7_HUMAN_TRANSMEM1	689	758	689	709
PCDB8_HUMAN_TRANSMEM1	692	761	692	710
PCDB9_HUMAN_TRANSMEM1	691	760	691	711
PCDBA_HUMAN_TRANSMEM1	693	762	693	713
PCDBB_HUMAN_TRANSMEM1	691	760	691	711
PCDBC_HUMAN_TRANSMEM1	691	760	691	711
PCDBD_HUMAN_TRANSMEM1	691	760	691	711
PCDBE_HUMAN_TRANSMEM1	687	756	687	711
PCDBF_HUMAN_TRANSMEM1	691	760	691	711
PCDBG_HUMAN_TRANSMEM1	691	760	691	711
PCDBI_HUMAN_TRANSMEM1	638	707	638	658
PCDC1_HUMAN_TRANSMEM1	684	753	684	704
PCDC2_HUMAN_TRANSMEM1	709	778	709	729
PCDG1_HUMAN_TRANSMEM1	693	762	693	713
PCDG2_HUMAN_TRANSMEM1	693	762	693	713
PCDG3_HUMAN_TRANSMEM1	693	762	693	713
PCDG4_HUMAN_TRANSMEM1	724	793	724	744
PCDG5_HUMAN_TRANSMEM1	693	762	693	713
PCDG6_HUMAN_TRANSMEM1	693	762	693	713
PCDG7_HUMAN_TRANSMEM1	693	762	693	713
PCDG8_HUMAN_TRANSMEM1	693	762	693	713
PCDG9_HUMAN_TRANSMEM1	693	762	693	713
PCDGA_HUMAN_TRANSMEM1	697	766	697	717
PCDGB_HUMAN_TRANSMEM1	694	763	694	714
PCDGC_HUMAN_TRANSMEM1	693	762	693	713
PCDGD_HUMAN_TRANSMEM1	688	757	688	708
PCDGE_HUMAN_TRANSMEM1	692	761	692	712
PCDGF_HUMAN_TRANSMEM1	692	761	692	712
PCDGG_HUMAN_TRANSMEM1	690	759	690	710
