	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
6585	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM2	TRANSMEM2	150	170	YES	0	0	5	Other	0.284	0.322	NO
6586	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM3	TRANSMEM3	185	205	YES	0	0	5	Other	0.174	0.197	NO
6587	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM4	TRANSMEM4	233	253	YES	0	0	5	Other	0.254	0.334	NO
6588	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM5	TRANSMEM5	287	307	YES	0	0	5	Other	0.248	0.294	NO
6589	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM6	TRANSMEM6	320	340	YES	0	0	5	Other	0.256	0.381	NO
6590	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM7	TRANSMEM7	350	370	YES	0	0	5	Other	0.291	0.483	NO
6591	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM8	TRANSMEM8	373	393	YES	0	0	5	Other	0.26	0.347	NO
6592	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM9	TRANSMEM9	412	432	YES	0	0	5	Other	0.318	0.365	NO
6593	MFS2B_HUMAN	MFSD2B	A6NFX1	MFS2B_HUMAN_TRANSMEM10	TRANSMEM10	459	479	YES	0	0	5	Other	0.113	0.232	NO
6594	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM2	TRANSMEM2	53	73	YES	0	0	5	Other	0.21	0.387	NO
6595	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM3	TRANSMEM3	82	102	YES	0	0	5	Other	0.363	0.585	YES
6596	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM4	TRANSMEM4	107	127	YES	0	0	5	Other	0.437	0.502	YES
6597	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM5	TRANSMEM5	139	159	YES	0	0	5	Other	0.125	0.121	NO
6598	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM6	TRANSMEM6	221	241	YES	0	0	5	Other	0.583	0.916	NO
6599	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM7	TRANSMEM7	307	327	YES	0	0	5	Other	0.274	0.368	NO
6600	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM8	TRANSMEM8	347	367	YES	0	0	5	Other	0.187	0.222	NO
6601	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM9	TRANSMEM9	376	396	YES	0	0	5	Other	0.142	0.162	NO
6602	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM10	TRANSMEM10	400	420	YES	0	0	5	Other	0.121	0.115	NO
6603	MFS4B_HUMAN	MFSD4B	Q5TF39	MFS4B_HUMAN_TRANSMEM11	TRANSMEM11	438	458	YES	0	0	5	Other	0.106	0.11	NO
6604	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM2	TRANSMEM2	78	98	YES	0	0	5	Other	0.351	0.409	NO
6605	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM3	TRANSMEM3	246	266	YES	0	0	5	Other	0.277	0.295	NO
6606	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM4	TRANSMEM4	287	307	YES	0	0	5	Other	0.356	0.479	NO
6607	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM5	TRANSMEM5	326	346	YES	0	0	5	Other	0.444	0.529	YES
6608	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM6	TRANSMEM6	361	381	YES	0	0	5	Other	0.213	0.385	NO
6609	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM7	TRANSMEM7	400	420	YES	0	0	5	Other	0.222	0.284	NO
6610	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM8	TRANSMEM8	433	455	YES	0	0	5	Other	0.231	0.477	NO
6611	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM9	TRANSMEM9	456	476	YES	0	0	5	Other	0.211	0.264	NO
6612	MFS6L_HUMAN	MFSD6L	Q8IWD5	MFS6L_HUMAN_TRANSMEM10	TRANSMEM10	499	519	YES	0	0	5	Other	0.175	0.371	NO
6613	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM2	TRANSMEM2	83	103	YES	0	0	5	Other	0.226	0.568	YES
6614	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM3	TRANSMEM3	113	133	YES	0	0	5	Other	0.205	0.47	NO
6615	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM4	TRANSMEM4	135	155	YES	0	0	5	Other	0.215	0.271	NO
6616	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM5	TRANSMEM5	213	233	YES	0	0	5	Other	0.458	0.672	YES
6617	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM6	TRANSMEM6	266	286	YES	0	0	5	Other	0.154	0.442	NO
6618	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM7	TRANSMEM7	303	323	YES	0	0	5	Other	0.24	0.285	NO
6619	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM8	TRANSMEM8	331	351	YES	0	0	5	Other	0.279	0.599	YES
6620	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM9	TRANSMEM9	361	381	YES	0	0	5	Other	0.438	0.551	YES
6621	MFSD1_HUMAN	MFSD1	Q9H3U5	MFSD1_HUMAN_TRANSMEM10	TRANSMEM10	392	412	YES	0	0	5	Other	0.22	0.633	YES
6622	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM2	TRANSMEM2	40	60	YES	0	0	5	Other	0.632	0.76	NO
6623	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM3	TRANSMEM3	73	93	YES	0	0	5	Other	0.528	0.534	YES
6624	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM4	TRANSMEM4	94	114	YES	0	0	5	Other	0.613	0.672	NO
6625	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM5	TRANSMEM5	138	158	YES	0	0	5	Other	0.174	0.483	NO
6626	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM6	TRANSMEM6	166	186	YES	0	0	5	Other	0.668	0.733	NO
6627	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM7	TRANSMEM7	209	229	YES	0	0	5	Other	0.18	0.197	NO
6628	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM8	TRANSMEM8	250	270	YES	0	0	5	Other	0.251	0.345	NO
6629	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM9	TRANSMEM9	291	311	YES	0	0	5	Other	0.221	0.254	NO
6630	MFSD3_HUMAN	MFSD3	Q96ES6	MFSD3_HUMAN_TRANSMEM10	TRANSMEM10	321	341	YES	0	0	5	Other	0.289	0.374	NO
6631	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM2	TRANSMEM2	43	63	YES	0	0	5	Other	0.168	0.191	NO
6632	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM3	TRANSMEM3	79	99	YES	0	0	5	Other	0.281	0.453	NO
6633	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM4	TRANSMEM4	128	148	YES	0	0	5	Other	0.217	0.325	NO
6634	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM5	TRANSMEM5	174	194	YES	0	0	5	Other	0.424	0.569	YES
6635	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM6	TRANSMEM6	195	215	YES	0	0	5	Other	0.533	0.797	YES
6636	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM7	TRANSMEM7	249	269	YES	0	0	5	Other	0.166	0.31	NO
6637	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM8	TRANSMEM8	278	298	YES	0	0	5	Other	0.276	0.435	NO
6638	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM9	TRANSMEM9	311	331	YES	0	0	5	Other	0.647	0.751	NO
6639	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM10	TRANSMEM10	344	364	YES	0	0	5	Other	0.266	0.366	NO
6640	MFSD5_HUMAN	MFSD5	Q6N075	MFSD5_HUMAN_TRANSMEM11	TRANSMEM11	376	396	YES	0	0	5	Other	0.287	0.309	NO
6641	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM1	TRANSMEM1	73	93	YES	0	0	5	Other	0.154	0.169	NO
6642	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM2	TRANSMEM2	105	125	YES	0	0	5	Other	0.223	0.462	NO
6643	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM3	TRANSMEM3	132	152	YES	0	0	5	Other	0.558	0.699	NO
6644	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM4	TRANSMEM4	286	306	YES	0	0	5	Other	0.345	0.541	YES
6645	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM5	TRANSMEM5	335	355	YES	0	0	5	Other	0.21	0.329	NO
6646	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM6	TRANSMEM6	369	389	YES	0	0	5	Other	0.417	0.667	YES
6647	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM7	TRANSMEM7	450	470	YES	0	0	5	Other	0.17	0.45	NO
6648	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM8	TRANSMEM8	479	499	YES	0	0	5	Other	0.243	0.237	NO
6649	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM9	TRANSMEM9	507	527	YES	0	0	5	Other	0.163	0.171	NO
6650	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM10	TRANSMEM10	544	564	YES	0	0	5	Other	0.439	0.546	YES
6651	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM11	TRANSMEM11	579	599	YES	0	0	5	Other	0.289	0.488	NO
6652	MFSD6_HUMAN	MFSD6	Q6ZSS7	MFSD6_HUMAN_TRANSMEM12	TRANSMEM12	605	625	YES	0	0	5	Other	0.608	0.701	NO
6653	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM2	TRANSMEM2	75	95	YES	0	16	5	Extracellular	0.295	0.35	NO
6654	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM3	TRANSMEM3	106	126	YES	0	16	5	Cytoplasmic	0.346	0.397	NO
6655	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM4	TRANSMEM4	132	152	YES	0	16	5	Extracellular	0.189	0.22	NO
6656	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM5	TRANSMEM5	174	194	YES	0	16	5	Cytoplasmic	0.233	0.283	NO
6657	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM6	TRANSMEM6	212	232	YES	0	16	5	Extracellular	0.454	0.558	YES
6658	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM7	TRANSMEM7	267	287	YES	0	16	5	Cytoplasmic	0.164	0.467	NO
6659	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM8	TRANSMEM8	305	325	YES	0	16	5	Extracellular	0.193	0.411	NO
6660	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM9	TRANSMEM9	338	358	YES	0	16	5	Cytoplasmic	0.35	0.523	YES
6661	MFSD8_HUMAN	MFSD8	Q8NHS3	MFSD8_HUMAN_TRANSMEM10	TRANSMEM10	413	433	YES	0	16	5	Extracellular	0.277	0.4	NO
6662	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM2	TRANSMEM2	80	100	YES	0	0	5	Other	0.226	0.346	NO
6663	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM3	TRANSMEM3	116	136	YES	0	0	5	Other	0.166	0.361	NO
6664	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM4	TRANSMEM4	167	187	YES	0	0	5	Other	0.183	0.369	NO
6665	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM5	TRANSMEM5	197	217	YES	0	0	5	Other	0.399	0.763	YES
6666	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM6	TRANSMEM6	288	308	YES	0	0	5	Other	0.518	0.852	YES
6667	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM7	TRANSMEM7	323	343	YES	0	0	5	Other	0.185	0.404	NO
6668	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM8	TRANSMEM8	359	379	YES	0	0	5	Other	0.629	0.755	NO
6669	MFSD9_HUMAN	MFSD9	Q8NBP5	MFSD9_HUMAN_TRANSMEM9	TRANSMEM9	436	456	YES	0	0	5	Other	0.164	0.175	NO
6670	MFTC_HUMAN	SLC25A32	Q9H2D1	MFTC_HUMAN_TRANSMEM2	TRANSMEM2	89	106	YES	0	1	5	Other	0.203	0.292	NO
6671	MFTC_HUMAN	SLC25A32	Q9H2D1	MFTC_HUMAN_TRANSMEM3	TRANSMEM3	123	143	YES	0	1	5	Other	0.159	0.156	NO
6672	MFTC_HUMAN	SLC25A32	Q9H2D1	MFTC_HUMAN_TRANSMEM4	TRANSMEM4	186	203	YES	0	1	5	Other	0.162	0.164	NO
6673	MFTC_HUMAN	SLC25A32	Q9H2D1	MFTC_HUMAN_TRANSMEM5	TRANSMEM5	227	243	YES	0	1	5	Other	0.211	0.242	NO
6674	MFTC_HUMAN	SLC25A32	Q9H2D1	MFTC_HUMAN_TRANSMEM6	TRANSMEM6	281	300	YES	0	1	5	Other	0.105	0.107	NO
6675	MGST1_HUMAN	MGST1	P10620	MGST1_HUMAN_TRANSMEM2	TRANSMEM2	63	96	YES	0	0	5	Cytoplasmic	0.179	0.184	NO
6676	MGST2_HUMAN	MGST2	Q99735	MGST2_HUMAN_TRANSMEM2	TRANSMEM2	59	79	YES	0	0	5	Other	0.284	0.785	YES
6677	MGST3_HUMAN	MGST3	O14880	MGST3_HUMAN_TRANSMEM2	TRANSMEM2	71	91	YES	0	0	5	Other	0.236	0.327	NO
6678	MIA2_HUMAN	MIA2	Q96PC5	MIA2_HUMAN_TRANSMEM1	TRANSMEM1	647	667	YES	1	0	5	Lumenal	0.182	0.525	YES
6679	MIC26_HUMAN	APOO	Q9BUR5	MIC26_HUMAN_TRANSMEM1	TRANSMEM1	108	128	YES	1	0	5	Other	0.275	0.573	YES
6680	MIC27_HUMAN	APOOL	Q6UXV4	MIC27_HUMAN_TRANSMEM1	TRANSMEM1	111	129	YES	0	0	5	Other	0.378	0.358	NO
6681	MIC27_HUMAN	APOOL	Q6UXV4	MIC27_HUMAN_TRANSMEM2	TRANSMEM2	138	155	YES	0	0	5	Other	0.25	0.317	NO
6682	MICA_HUMAN	MICA	Q29983	MICA_HUMAN_TRANSMEM1	TRANSMEM1	308	328	YES	1	0	5	Extracellular	0.326	0.629	YES
6683	MICB_HUMAN	MICB	Q29980	MICB_HUMAN_TRANSMEM1	TRANSMEM1	310	330	YES	1	0	5	Extracellular	0.542	0.604	YES
6684	MIGA2_HUMAN	MIGA2	Q7L4E1	MIGA2_HUMAN_TRANSMEM2	TRANSMEM2	42	62	YES	0	0	5	Other	0.319	0.436	NO
6685	MILR1_HUMAN	MILR1	Q7Z6M3	MILR1_HUMAN_TRANSMEM1	TRANSMEM1	228	248	YES	1	0	5	Extracellular	0.44	0.883	YES
6686	MIP_HUMAN	MIP	P30301	MIP_HUMAN_TRANSMEM2	TRANSMEM2	39	61	YES	0	8	5	Extracellular	0.502	0.605	YES
6687	MIP_HUMAN	MIP	P30301	MIP_HUMAN_TRANSMEM3	TRANSMEM3	85	107	YES	0	8	5	Cytoplasmic	0.288	0.354	NO
6688	MIP_HUMAN	MIP	P30301	MIP_HUMAN_TRANSMEM4	TRANSMEM4	127	147	YES	0	8	5	Extracellular	0.284	0.433	NO
6689	MIP_HUMAN	MIP	P30301	MIP_HUMAN_TRANSMEM5	TRANSMEM5	160	176	YES	0	8	5	Cytoplasmic	0.219	0.347	NO
6690	MIP_HUMAN	MIP	P30301	MIP_HUMAN_TRANSMEM6	TRANSMEM6	201	219	YES	0	8	5	Extracellular	0.181	0.326	NO
6691	MIRO1_HUMAN	RHOT1	Q8IXI2	MIRO1_HUMAN_TRANSMEM1	TRANSMEM1	593	615	YES	0	0	5	Cytoplasmic	0.242	0.226	NO
6692	MIRO2_HUMAN	RHOT2	Q8IXI1	MIRO2_HUMAN_TRANSMEM1	TRANSMEM1	593	615	YES	0	0	5	Cytoplasmic	0.392	0.389	NO
6693	MITOK_HUMAN	CCDC51	Q96ER9	MITOK_HUMAN_TRANSMEM1	TRANSMEM1	202	222	YES	0	0	5	Other	0.377	0.611	YES
6694	MITOK_HUMAN	CCDC51	Q96ER9	MITOK_HUMAN_TRANSMEM2	TRANSMEM2	387	407	YES	0	0	5	Other	0.126	0.135	NO
6695	MITOS_HUMAN	ABCB8	Q9NUT2	MITOS_HUMAN_TRANSMEM1	TRANSMEM1	145	165	YES	0	0	5	Other	0.297	0.579	YES
6696	MITOS_HUMAN	ABCB8	Q9NUT2	MITOS_HUMAN_TRANSMEM2	TRANSMEM2	196	216	YES	0	0	5	Other	0.243	0.422	NO
6697	MITOS_HUMAN	ABCB8	Q9NUT2	MITOS_HUMAN_TRANSMEM3	TRANSMEM3	296	316	YES	0	0	5	Other	0.263	0.287	NO
6698	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM1	TRANSMEM1	526	546	YES	1	44	5	Other	0.244	0.36	NO
6699	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM2	TRANSMEM2	570	590	YES	1	44	5	Other	0.157	0.262	NO
6700	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM3	TRANSMEM3	609	629	YES	1	44	5	Other	0.215	0.232	NO
6701	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM4	TRANSMEM4	689	709	YES	1	44	5	Other	0.329	0.424	NO
6702	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM5	TRANSMEM5	734	754	YES	1	44	5	Other	0.214	0.445	NO
6703	MKS3_HUMAN	TMEM67	Q5HYA8	MKS3_HUMAN_TRANSMEM6	TRANSMEM6	939	959	YES	1	44	5	Other	0.17	0.343	NO
6704	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM2	TRANSMEM2	82	100	YES	0	15	5	Other	0.175	0.211	NO
6705	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM3	TRANSMEM3	111	131	YES	0	15	5	Other	0.26	0.546	YES
6706	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM4	TRANSMEM4	144	164	YES	0	15	5	Other	0.687	0.771	NO
6707	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM5	TRANSMEM5	199	219	YES	0	15	5	Other	0.371	0.508	YES
6708	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM6	TRANSMEM6	230	250	YES	0	15	5	Other	0.751	0.801	NO
6709	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM7	TRANSMEM7	257	277	YES	0	15	5	Other	0.189	0.385	NO
6710	MLC1_HUMAN	MLC1	Q15049	MLC1_HUMAN_TRANSMEM8	TRANSMEM8	304	324	YES	0	15	5	Other	0.657	0.724	NO
6711	MLEC_HUMAN	MLEC	Q14165	MLEC_HUMAN_TRANSMEM1	TRANSMEM1	270	290	YES	1	0	5	Lumenal	0.111	0.124	NO
6712	MMGT1_HUMAN	MMGT1	Q8N4V1	MMGT1_HUMAN_TRANSMEM2	TRANSMEM2	45	65	YES	0	0	5	Lumenal	0.37	0.441	NO
6713	MMP14_HUMAN	MMP14	P50281	MMP14_HUMAN_TRANSMEM1	TRANSMEM1	542	562	YES	1	1	5	Extracellular	0.105	0.64	YES
6714	MMP15_HUMAN	MMP15	P51511	MMP15_HUMAN_TRANSMEM1	TRANSMEM1	626	646	YES	1	0	5	Extracellular	0.217	0.788	YES
6715	MMP16_HUMAN	MMP16	P51512	MMP16_HUMAN_TRANSMEM1	TRANSMEM1	565	585	YES	1	0	5	Extracellular	0.106	0.378	NO
6716	MMP24_HUMAN	MMP24	Q9Y5R2	MMP24_HUMAN_TRANSMEM1	TRANSMEM1	603	623	YES	1	0	5	Extracellular	0.142	0.303	NO
6717	MNAR1_HUMAN	MINAR1	Q9UPX6	MNAR1_HUMAN_TRANSMEM1	TRANSMEM1	892	912	YES	0	0	5	Cytoplasmic	0.105	0.152	NO
6718	MNARL_HUMAN	MINAR2	P59773	MNARL_HUMAN_TRANSMEM1	TRANSMEM1	169	189	YES	0	0	5	Other	0.1	0.228	NO
6719	MO2R1_HUMAN	CD200R1	Q8TD46	MO2R1_HUMAN_TRANSMEM1	TRANSMEM1	244	264	YES	1	0	5	Extracellular	0.231	0.57	YES
6720	MO2R2_HUMAN	CD200R1L	Q6Q8B3	MO2R2_HUMAN_TRANSMEM1	TRANSMEM1	240	260	YES	1	0	5	Extracellular	0.113	0.274	NO
6721	MOGT1_HUMAN	MOGAT1	Q96PD6	MOGT1_HUMAN_TRANSMEM2	TRANSMEM2	40	60	YES	0	0	5	Other	0.182	0.299	NO
6722	MOGT1_HUMAN	MOGAT1	Q96PD6	MOGT1_HUMAN_TRANSMEM3	TRANSMEM3	132	152	YES	0	0	5	Other	0.287	0.418	NO
6723	MOGT2_HUMAN	MOGAT2	Q3SYC2	MOGT2_HUMAN_TRANSMEM2	TRANSMEM2	38	59	YES	0	0	5	Other	0.415	0.63	YES
6724	MOGT2_HUMAN	MOGAT2	Q3SYC2	MOGT2_HUMAN_TRANSMEM3	TRANSMEM3	103	123	YES	0	0	5	Other	0.204	0.22	NO
6725	MOGT3_HUMAN	MOGAT3	Q86VF5	MOGT3_HUMAN_TRANSMEM2	TRANSMEM2	50	70	YES	0	0	5	Other	0.288	0.367	NO
6726	MOGT3_HUMAN	MOGAT3	Q86VF5	MOGT3_HUMAN_TRANSMEM3	TRANSMEM3	137	157	YES	0	0	5	Other	0.213	0.378	NO
6727	MOG_HUMAN	MOG	Q16653	MOG_HUMAN_TRANSMEM1	TRANSMEM1	155	175	YES	1	1	5	Extracellular	0.248	0.738	YES
6728	MOG_HUMAN	MOG	Q16653	MOG_HUMAN_TRANSMEM2	TRANSMEM2	211	231	YES	1	1	5	Cytoplasmic	0.111	0.252	NO
6729	MOSMO_HUMAN	MOSMO	Q8NHV5	MOSMO_HUMAN_TRANSMEM2	TRANSMEM2	68	88	YES	0	0	5	Other	0.361	0.555	YES
6730	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM2	TRANSMEM2	115	135	YES	0	0	5	Cytoplasmic	0.365	0.523	YES
6731	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM3	TRANSMEM3	145	165	YES	0	0	5	Cytoplasmic	0.329	0.434	NO
6732	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM4	TRANSMEM4	172	192	YES	0	0	5	Cytoplasmic	0.16	0.189	NO
6733	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM5	TRANSMEM5	201	221	YES	0	0	5	Cytoplasmic	0.225	0.404	NO
6734	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM6	TRANSMEM6	229	249	YES	0	0	5	Cytoplasmic	0.295	0.537	YES
6735	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM7	TRANSMEM7	292	312	YES	0	0	5	Cytoplasmic	0.226	0.396	NO
6736	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM8	TRANSMEM8	330	350	YES	0	0	5	Cytoplasmic	0.186	0.221	NO
6737	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM9	TRANSMEM9	352	372	YES	0	0	5	Cytoplasmic	0.162	0.348	NO
6738	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM10	TRANSMEM10	397	417	YES	0	0	5	Cytoplasmic	0.435	0.48	NO
6739	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM11	TRANSMEM11	420	440	YES	0	0	5	Cytoplasmic	0.261	0.268	NO
6740	MOT10_HUMAN	SLC16A10	Q8TF71	MOT10_HUMAN_TRANSMEM12	TRANSMEM12	452	472	YES	0	0	5	Cytoplasmic	0.207	0.257	NO
6741	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM2	TRANSMEM2	78	98	YES	0	0	5	Cytoplasmic	0.32	0.388	NO
6742	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM3	TRANSMEM3	106	126	YES	0	0	5	Cytoplasmic	0.25	0.568	YES
6743	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM4	TRANSMEM4	131	151	YES	0	0	5	Cytoplasmic	0.199	0.508	YES
6744	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM5	TRANSMEM5	163	183	YES	0	0	5	Cytoplasmic	0.231	0.349	NO
6745	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM6	TRANSMEM6	198	218	YES	0	0	5	Cytoplasmic	0.384	0.439	NO
6746	MOT11_HUMAN	SLC16A11	Q8NCK7	MOT11_HUMAN_TRANSMEM7	TRANSMEM7	243	263	YES	0	0	5	Cytoplasmic	0.197	0.261	NO
